dataverse,article,date,year,journal
AJPS,Women's Authority in Patriarchal Social Movements: The Case of Female Salafi Preachers,09/07/2019,2019,ajps
AJPS,The Moderating Effect of Debates on Political Attitudes,03/07/2019,2019,ajps
AJPS,More Effective Than We Thought: Accounting for Legislative Hitchhikers Reveals a More Inclusive and Productive Lawmaking Process,25/06/2019,2019,ajps
AJPS,"Coalition Government, Legislative Institutions, and Public Policy in Parliamentary Democracies",20/06/2019,2019,ajps
AJPS,Peacekeepers against Criminal Violence -- Unintended Effects of Peacekeeping Operations?,19/06/2019,2019,ajps
AJPS,For Safety or Profit? How Science Serves the Strategic Interests of Private Actors,17/06/2019,2019,ajps
AJPS,Ideology Justifies Morality: Political Beliefs Predict Moral Foundations,14/06/2019,2019,ajps
AJPS,Poverty and Divine Rewards: The Electoral Advantage of Islamist Political Parties,12/06/2019,2019,ajps
AJPS,"Descriptive and Substantive Representation in Congress: Evidence from 80,000 Congressional Inquiries",20/05/2019,2019,ajps
AJPS,Committed or Conditional Democrats? Opposition Dynamics in Electoral Autocracies,16/05/2019,2019,ajps
AJPS,"Prediction, Proxies, and Power",06/05/2019,2019,ajps
AJPS,Ballot Reform as Suffrage Restriction: Evidence from Brazil's Second Republic,06/05/2019,2019,ajps
AJPS,"Tuning In, Not Turning: Evaluating the Impact of Ethnic Television on Political Participation",01/05/2019,2019,ajps
AJPS,Congress and Administrative Policymaking: Identifying Congressional Veto Power,01/05/2019,2019,ajps
AJPS,The Disclosure Dilemma: Nuclear Intelligence and International Organizations,29/04/2019,2019,ajps
AJPS,Social Networks and Protest Participation: Evidence from 130 Million Twitter Users,26/04/2019,2019,ajps
AJPS,Does Direct Democracy Hurt Immigrant Minorities? Evidence from Naturalization Decisions in Switzerland,15/04/2019,2019,ajps
AJPS,How Getting the Facts Right Can Fuel Partisan Motivated Reasoning,13/03/2019,2019,ajps
AJPS,"Valence, Elections, and Legislative Institutions",13/03/2019,2019,ajps
AJPS,Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China,07/03/2019,2019,ajps
AJPS,Greater Expectations: A Field Experiment to Improve Accountability in Mali,07/03/2019,2019,ajps
AJPS,Is Temperature Exogenous? The Impact of Civil Conflict on the Instrumental Climate Record in Sub-Saharan Africa,01/03/2019,2019,ajps
AJPS,Measuring and Explaining Political Sophistication Through Textual Complexity,22/02/2019,2019,ajps
AJPS,On The Meaning of Survey Reports of Roll Call ``Votes'',18/02/2019,2019,ajps
AJPS,Do Social Rights Affect Social Outcomes?,15/02/2019,2019,ajps
AJPS,Strategic Spending: Does Politics Influence Election Administration Expenditure?,12/02/2019,2019,ajps
AJPS,"Of Two Minds, But One Heart: A Good “Gut” Feeling Moderates the Effect of Ambivalence on Attitude Formation and Turnout",04/02/2019,2019,ajps
AJPS,When Should We Use Unit Fixed Effects Regression Models for Causal Inference with Longitudinal Data?,18/01/2019,2019,ajps
AJPS,"Violence, Non-violence, and the Effects of International Human Rights Law",16/01/2019,2019,ajps
AJPS,How Government Reactions to Violence Worsen Social Welfare: Evidence from Peru,04/01/2019,2019,ajps
AJPS,Politics by Number: Indicators as Social Pressure in International Relations,04/12/2018,2018,ajps
AJPS,Influencing the Bureaucracy: The Irony of Congressional Oversight,04/12/2018,2018,ajps
AJPS,"Conflict-Induced Displacement, Understanding the Causes of Flight",04/12/2018,2018,ajps
AJPS,Performance Federalism and Local Democracy: Theory and Evidence from School Tax Referenda,04/12/2018,2018,ajps
AJPS,Norms versus Action: Why Voters Fail to Sanction Malfeasance in Brazil,28/11/2018,2018,ajps
AJPS,Responsiveness Without Representation: Evidence from Minimum Wage Laws in U.S. States,22/10/2018,2018,ajps
AJPS,Predispositions and the Political Behavior of American Economic Elites: Evidence from Technology Entrepreneurs,15/10/2018,2018,ajps
AJPS,"Power-Sharing: Institutions, Behavior, and Peace",15/10/2018,2018,ajps
AJPS,The Anti-Democrat Diploma: How High School Education Decreases Support for the Democratic Party,11/10/2018,2018,ajps
AJPS,Skill Specificity and Attitudes Towards Immigration,09/10/2018,2018,ajps
AJPS,The Effectiveness of a Racialized Counter-Strategy,05/10/2018,2018,ajps
AJPS,Territorial Representation and the Opinion-Policy Linkage: Evidence from the European Union,28/09/2018,2018,ajps
AJPS,"Urbanization Patterns, Information Diffusion and Female Voting in Rural Paraguay",28/09/2018,2018,ajps
AJPS,Racial or Spatial Voting? The Effects of Candidate Ethnicity and Ethnic Group Endorsements in Local Elections,20/09/2018,2018,ajps
AJPS,Cue-Taking in Congress: Interest Group Signals from Dear Colleague Letters,20/09/2018,2018,ajps
AJPS,Priorities for Preventive Action: Explaining Americans' Divergent Reactions to 100 Public Risks,19/09/2018,2018,ajps
AJPS,Lost in Aggregation: Improving Event Analysis with Report-Level Data,17/09/2018,2018,ajps
AJPS,Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,10/09/2018,2018,ajps
AJPS,No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,23/08/2018,2018,ajps
AJPS,"Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",22/08/2018,2018,ajps
AJPS,All Male Panels? Representation and Democratic Legitimacy,22/08/2018,2018,ajps
AJPS,"Hawks, Doves, and Peace: An Experimental Approach",23/07/2018,2018,ajps
AJPS,Public-Sector Unions and the Size of Government,23/07/2018,2018,ajps
AJPS,An Equivalence Approach to Balance and Placebo Tests,20/07/2018,2018,ajps
AJPS,The Persistent Effect of U.S. Civil Rights Protests on Political Attitudes,10/07/2018,2018,ajps
AJPS,"Ethnic parties, ethnic tensions? Results of an original election panel study",03/07/2018,2018,ajps
AJPS,Remittances and Protest in Dictatorships,29/06/2018,2018,ajps
AJPS,"Cooperative Autocracies: Leader Survival, Creditworthiness and Bilateral Investment Treaties",29/06/2018,2018,ajps
AJPS,Compulsory Voting and Parties’ Vote-Seeking Strategies,21/06/2018,2018,ajps
AJPS,Narcissism and Political Orientations,04/06/2018,2018,ajps
AJPS,Coalitional Instability and the Three-Fifths Compromise,21/05/2018,2018,ajps
AJPS,The Two Income-Participation Gaps,03/05/2018,2018,ajps
AJPS,"""Targeting Ordinary Voters or Political Elites?: Why Pork is Distributed Along Partisan Lines in India""",02/05/2018,2018,ajps
AJPS,Inferring-Roll Call Scores from Campaign Contributions Using Supervised Machine Learning,26/04/2018,2018,ajps
AJPS,Is There More Violence in the Middle?,12/04/2018,2018,ajps
AJPS,Does Compliance Pay? Social Standards and Firm-level Trade,11/04/2018,2018,ajps
AJPS,"Replication Dataset for: Prejudice, Strategic Discrimination, and the Electoral Connection: Evidence from a Pair of Field Experiments in Brazil",10/04/2018,2018,ajps
AJPS,Chains of Love? Global Production and the Firm-Level Diffusion of Labor Standards,09/04/2018,2018,ajps
AJPS,Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,03/04/2018,2018,ajps
AJPS,Legislative Capacity and Credit Risk,02/04/2018,2018,ajps
AJPS,Putting Politics First: The Impact of Politics on American Religious and Secular Orientations,14/03/2018,2018,ajps
AJPS,When Common Identities Decrease Trust: An Experimental Study of Partisan Women,12/03/2018,2018,ajps
AJPS,International Constraints and Electoral Decisions: Does the Room to Maneuver Attenuate Economic Voting?,05/03/2018,2018,ajps
AJPS,Tree-Based Models for Political Science Data,05/03/2018,2018,ajps
AJPS,Encouraging Political Voices of Underrepresented Citizens through Coproduction. Evidence from a Randomized Field Trial,28/02/2018,2018,ajps
AJPS,How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It,20/02/2018,2018,ajps
AJPS,"Born Weak, Growing Strong: Anti-Government Protests as a Signal of Rebel Strength in the Context of Civil Wars",12/02/2018,2018,ajps
AJPS,"Election Timing, Electorate Composition, and Policy Outcomes: Evidence from School Districts",08/02/2018,2018,ajps
AJPS,"Tell Me Who Is Your Leader, and I Will Tell You Who You Are: Foreign Leaders' Perceived Personality and Public Attitudes toward Their Countries and Citizenry",30/01/2018,2018,ajps
AJPS,The Trade Origins of Economic Nationalism: Import Competition and Voting Behavior in Western Europe,22/01/2018,2018,ajps
AJPS,"""Electoral Effects of Biased Media: Russian Television in Ukraine""",19/01/2018,2018,ajps
AJPS,"The Who, When, and Where of Executive Nominations: Integrating Agency Independence and Appointee Ideology",12/01/2018,2018,ajps
AJPS,"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",03/01/2018,2018,ajps
AJPS,Audience Costs and the Dynamics of War and Peace,22/12/2017,2017,ajps
AJPS,"Disgust, Anxiety, and Political Learning in the Face of Threat",18/12/2017,2017,ajps
AJPS,Sectarian Framing in the Syrian Civil War,12/12/2017,2017,ajps
AJPS,The Conditional Nature of Political Risk: How Home Institutions Influence the Location of Foreign Direct Investment,11/12/2017,2017,ajps
AJPS,"""Making Austerity Popular: The Media and Mass Attitudes Towards Fiscal Policy""",08/12/2017,2017,ajps
AJPS,"Gender, Political Knowledge and Descriptive Representation: The Impact of Long-Term Socialization",29/11/2017,2017,ajps
AJPS,Prominent Role Models: High-Profile Female Politicians and the Emergence of Women as Candidates for Public Office,27/10/2017,2017,ajps
AJPS,Defending the Realm: The Appointment of Female Defense Ministers Worldwide,25/10/2017,2017,ajps
AJPS,Bankrolling Repression? Modeling Third-Party Influence on Protests and Repression,25/10/2017,2017,ajps
AJPS,The Popularity Costs of Economic Crisis Under Electoral Authoritarianism: Evidence from Russia,24/10/2017,2017,ajps
AJPS,Differential Registration Bias in Voter File Data: A Sensitivity Analysis Approach,11/10/2017,2017,ajps
AJPS,The Public Cost of Unilateral Action,05/10/2017,2017,ajps
AJPS,Economic Voting in Latin America: Rules and Responsibility,27/09/2017,2017,ajps
AJPS,Issue Voting as a Constrained Choice Problem,27/09/2017,2017,ajps
AJPS,Leader Influence and Reputation Formation in World Politics,24/08/2017,2017,ajps
AJPS,Disloyal Brokers and Weak Parties,26/07/2017,2017,ajps
AJPS,Elite Influence? Religion and the Electoral Success of the Nazis,29/06/2017,2017,ajps
AJPS,How The Public Defines Terrorism,28/06/2017,2017,ajps
AJPS,Making Washington Work: Legislative Entrepreneurship and the Personal Vote from the Gilded Age to the Great Depression,21/06/2017,2017,ajps
AJPS,No Need to Watch: How the Effects of Partisan Media Can Spread via Inter-Personal Discussions,14/06/2017,2017,ajps
AJPS,How Do Interest Groups Seek Access to Committees?,12/06/2017,2017,ajps
AJPS,Political Brokers: Partisans or Agents? Evidence from the Mexican Teacher's Union,06/06/2017,2017,ajps
AJPS,Extending the Use and Prediction Precision of Subnational Public Opinion Estimation,19/05/2017,2017,ajps
AJPS,Have Your Cake and Eat it Too? Cointegration and Dynamic Inference from Autoregressive Distributed Lag Models,15/05/2017,2017,ajps
AJPS,Regression Discontinuity Designs Based on Population Thresholds: Pitfalls and Solutions,10/05/2017,2017,ajps
AJPS,Do Rural Migrants Divide Ethnically in the City? Ethnographic and Experimental Evidence from India,30/04/2017,2017,ajps
AJPS,When Are Agenda Setters Valuable?,26/04/2017,2017,ajps
AJPS,A Bottom-Up Theory of Public Opinion about Foreign Policy,19/04/2017,2017,ajps
AJPS,The Fulfillment of Parties' Election Pledges: A Comparative Study on the Impact of Power Sharing,15/04/2017,2017,ajps
AJPS,Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices,06/04/2017,2017,ajps
AJPS,Replication data for: The Elusive Search for Presidential Power,06/04/2017,2017,ajps
AJPS,Front-door Difference-in-Differences Estimators,01/04/2017,2017,ajps
AJPS,Reconsidering the Role of Politics in Leaving Religion – The Importance of Affiliation,23/02/2017,2017,ajps
AJPS,How Do Indifferent Voters Decide? The Political Importance of Implicit Attitudes,14/02/2017,2017,ajps
AJPS,Paths of Recruitment: Rational Social Prospecting in Petition Canvassing,14/02/2017,2017,ajps
AJPS,Cities as Lobbyists,14/02/2017,2017,ajps
AJPS,Strategies of Resistance: Diversification and Diffusion,12/02/2017,2017,ajps
AJPS,How to Elect More Women: Gender and Candidate Success in a Field Experiment,28/01/2017,2017,ajps
AJPS,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,28/12/2016,2016,ajps
AJPS,The Vicarious Bases of Perceived Injustice,16/12/2016,2016,ajps
AJPS,Replication data for: Making Young Voters: The Impact of Preregistration on Youth Turnout,12/12/2016,2016,ajps
AJPS,To Revoke or Not Revoke? The Political Determinants of Executive Order Longevity,08/12/2016,2016,ajps
AJPS,"Foreign Aid, Human Rights and Democracy Promotion: Evidence from a Natural Experiment",30/11/2016,2016,ajps
AJPS,Language Shapes People’s Time Perspective and Support for Future-Oriented Policies,30/11/2016,2016,ajps
AJPS,Computer-Assisted Keyword and Document Set Discovery from Unstructured Text,30/11/2016,2016,ajps
AJPS,Identifying the Source of Incumbency Advantage through a Constitutional Reform,16/11/2016,2016,ajps
AJPS,Racial Inequality in Democratic Accountability: Evidence from Retrospective Voting in Local Elections,08/11/2016,2016,ajps
AJPS,Spatial Models of Legislative Effectiveness,03/11/2016,2016,ajps
AJPS,Foreign Aid and Undeserved Credit Claiming,03/11/2016,2016,ajps
AJPS,"Race, Representation, and the Voting Rights Act",01/11/2016,2016,ajps
AJPS,Ethnic Networks,24/10/2016,2016,ajps
AJPS,"A House Divided? Roll Calls, Polarization, and Policy Differences in the U.S. House, 1877–2011",07/09/2016,2016,ajps
AJPS,Informed Preferences? The Impact of Unions on Workers' Policy Views,29/08/2016,2016,ajps
AJPS,"The Strategic Shuffle: Ethnic Geography, the Internal Security Apparatus, and Elections in Kenya",07/08/2016,2016,ajps
AJPS,Gone with the Wind: Federalism and the Strategic Location of Air Polluters,03/08/2016,2016,ajps
AJPS,Unlikely Democrats: Economic Elite Uncertainty Under Dictatorship and Support for Democratization,29/07/2016,2016,ajps
AJPS,The Majority-Minority Divide in Attitudes toward Internal Migration: Evidence from Mumbai,25/07/2016,2016,ajps
AJPS,Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?,25/07/2016,2016,ajps
AJPS,Predicting and Interpolating State-level Polls using Twitter Textual Data,13/07/2016,2016,ajps
AJPS,Inside Irredentism: A Global Empirical Analysis,29/06/2016,2016,ajps
AJPS,All in the Family: Partisan Disagreement and Electoral Mobilization in Intimate Networks - a Spillover Experiment,28/06/2016,2016,ajps
AJPS,The Balance-Sample Size Frontier in Matching Methods for Causal Inference,22/06/2016,2016,ajps
AJPS,Mining and Local Corruption in Africa,14/06/2016,2016,ajps
AJPS,Macro Implementation: Testing the Causal Paths from U.S. Macro Policy to Federal Incarceration,19/05/2016,2016,ajps
